#TAXON,TAXID,NAME
no rank,1493532,Norovirus Hu/GII.4/11092042/2011/CHN
no rank,1493533,Norovirus Hu/GII.4/11092045/2011/CHN
no rank,1493534,Norovirus Hu/GII.4/11092052/2011/CHN
no rank,1493535,Norovirus Hu/GII.4/11092055/2011/CHN
no rank,1433173,Norovirus Hu/GII.4/11102/Osaka/JPN/2012
no rank,1266295,Norovirus Hu/GII.4/111020/BE-3390
no rank,1266296,Norovirus Hu/GII.4/111028-b/BE3020
no rank,1266297,Norovirus Hu/GII.4/111102-b/BE3200
no rank,1266298,Norovirus Hu/GII.4/111102-d/BE3040
no rank,1266299,Norovirus Hu/GII.4/111108/BE-3272
no rank,1493536,Norovirus Hu/GII.4/11141035/2011/CHN
no rank,1493537,Norovirus Hu/GII.4/11142019/2011/CHN
no rank,1493538,Norovirus Hu/GII.4/11142034/2011/CHN
no rank,1433174,Norovirus Hu/GII.4/11176/Shizuoka/JPN/2012
no rank,1433175,Norovirus Hu/GII.4/11182/Shizuoka/JPN/2012
no rank,1433176,Norovirus Hu/GII.4/11198/Kyoto/JPN/2012
no rank,1433177,Norovirus Hu/GII.4/11228/Kyoto/JPN/2012
no rank,1433178,Norovirus Hu/GII.4/11236/Kyoto/JPN/2012
no rank,1433179,Norovirus Hu/GII.4/11238/Kyoto/JPN/2012
no rank,1433180,Norovirus Hu/GII.4/11242/Kyoto/JPN/2012
no rank,1433181,Norovirus Hu/GII.4/11247/Kyoto/JPN/2012
no rank,1433182,Norovirus Hu/GII.4/11252/Kyoto/JPN/2012
no rank,1433183,Norovirus Hu/GII.4/11265/Kyoto/JPN/2012
no rank,1433184,Norovirus Hu/GII.4/11272/Hokkaido/JPN/2012
no rank,1433185,Norovirus Hu/GII.4/11273/Hokkaido/JPN/2012
no rank,1433186,Norovirus Hu/GII.4/11280/Hokkaido/JPN/2012
no rank,1493539,Norovirus Hu/GII.4/11281117/2011/CHN
no rank,1493540,Norovirus Hu/GII.4/11281119/2011/CHN
no rank,1433187,Norovirus Hu/GII.4/11282/Hokkaido/JPN/2012
no rank,1433188,Norovirus Hu/GII.4/11289/Saga/JPN/2012
no rank,1433189,Norovirus Hu/GII.4/11292/Saga/JPN/2012
no rank,1433190,Norovirus Hu/GII.4/11296/Saga/JPN/2012
no rank,1433191,Norovirus Hu/GII.4/11303/Saga/JPN/2013
no rank,1433192,Norovirus Hu/GII.4/11304/Saga/JPN/2013
no rank,1433193,Norovirus Hu/GII.4/11310/Osaka/JPN/2012
no rank,1433194,Norovirus Hu/GII.4/11342/Osaka/JPN/2012
no rank,1433195,Norovirus Hu/GII.4/11353/Osaka/JPN/2012
no rank,1433196,Norovirus Hu/GII.4/11355/Osaka/JPN/2012
no rank,1433197,Norovirus Hu/GII.4/11365/Osaka/JPN/2012
no rank,1433198,Norovirus Hu/GII.4/11371/Osaka/JPN/2012
no rank,1433199,Norovirus Hu/GII.4/11387/Shizuoka/JPN/2012
no rank,1433200,Norovirus Hu/GII.4/11396/Shizuoka/JPN/2012
no rank,1433201,Norovirus Hu/GII.4/11405/Shizuoka/JPN/2012
no rank,1433202,Norovirus Hu/GII.4/11421/Shizuoka/JPN/2012
no rank,1433203,Norovirus Hu/GII.4/11463/Shizuoka/JPN/2013
no rank,1433204,Norovirus Hu/GII.4/11514/Tokyo/JPN/2013
no rank,1433205,Norovirus Hu/GII.4/11527/Saga/JPN/2013
no rank,1460704,Norovirus Hu/GII.4/116/2008/USA
no rank,1433206,Norovirus Hu/GII.4/11607/Kyoto/JPN/2013
no rank,1433207,Norovirus Hu/GII.4/11689/Shizuoka/JPN/2013
no rank,1433208,Norovirus Hu/GII.4/11697/Hokkaido/JPN/2013
no rank,1460705,Norovirus Hu/GII.4/117/2008/USA
no rank,667531,Norovirus Hu/GII.4/11779/2005/BRA
no rank,1248339,Norovirus Hu/GII.4/1184/Nizhny Novgorod/RUS/2012
no rank,667532,Norovirus Hu/GII.4/11869/2006/BRA
no rank,1433209,Norovirus Hu/GII.4/11877/Osaka/JPN/2013
no rank,667533,Norovirus Hu/GII.4/11952/2006/BRA
no rank,1400208,Norovirus Hu/GII.4/11992339/AUS/2012
no rank,1526476,Norovirus Hu/GII.4/12-11-140/20121201/KOR
no rank,1526477,Norovirus Hu/GII.4/12-12-116/2012/KOR
no rank,1526478,Norovirus Hu/GII.4/12-12-134/2012/KOR
no rank,1526479,Norovirus Hu/GII.4/12-12-165/2012/KOR
no rank,1493541,Norovirus Hu/GII.4/12011106/2012/CHN
no rank,1493542,Norovirus Hu/GII.4/12011114/2012/CHN
no rank,1493543,Norovirus Hu/GII.4/12012059/2012/CHN
no rank,1493544,Norovirus Hu/GII.4/12012091/2012/CHN
no rank,1569809,Norovirus Hu/GII.4/120130-a/BE-9031
no rank,1569810,Norovirus Hu/GII.4/120130-b/BE-9090
no rank,667534,Norovirus Hu/GII.4/12016/2006/BRA
no rank,1569811,Norovirus Hu/GII.4/120202/BE-3110
no rank,1569812,Norovirus Hu/GII.4/120207/BE-2070
no rank,1493545,Norovirus Hu/GII.4/12041058/2012/CHN
no rank,1493546,Norovirus Hu/GII.4/12041095/2012/CHN
no rank,1493547,Norovirus Hu/GII.4/12041104/2012/CHN
no rank,1493548,Norovirus Hu/GII.4/12041121/2012/CHN
no rank,1569813,Norovirus Hu/GII.4/120416/BE-2180
no rank,1569814,Norovirus Hu/GII.4/120430-a/BE-2900
no rank,667535,Norovirus Hu/GII.4/12044/2006/BRA
no rank,1569815,Norovirus Hu/GII.4/120514-a/BE-2950
no rank,1569816,Norovirus Hu/GII.4/120514-b/BE-2920
no rank,1569817,Norovirus Hu/GII.4/120604/BE-2100
no rank,1493549,Norovirus Hu/GII.4/12061119/2012/CHN
no rank,1493550,Norovirus Hu/GII.4/12071234/2012/CHN
no rank,1493551,Norovirus Hu/GII.4/12078FY-1/2012/CHN
no rank,667536,Norovirus Hu/GII.4/12079/2006/BRA
no rank,1493552,Norovirus Hu/GII.4/12081093/2012/CHN
no rank,1493553,Norovirus Hu/GII.4/12081098/2012/CHN
no rank,1569818,Norovirus Hu/GII.4/120830/BE-1030
no rank,667537,Norovirus Hu/GII.4/12090/2006/BRA
no rank,667538,Norovirus Hu/GII.4/12091/2006/BRA
no rank,1493554,Norovirus Hu/GII.4/12091051/2012/CHN
no rank,1493555,Norovirus Hu/GII.4/12092053/2012/CHN
no rank,667539,Norovirus Hu/GII.4/12098/2006/BRA
no rank,1460707,Norovirus Hu/GII.4/121/2008/USA
no rank,1569819,Norovirus Hu/GII.4/121001/BE3520
no rank,1569820,Norovirus Hu/GII.4/121012/BE-9185
no rank,1569821,Norovirus Hu/GII.4/121023/BE-3300
no rank,667540,Norovirus Hu/GII.4/12103/2006/BRA
no rank,1493556,Norovirus Hu/GII.4/12112093/2012/CHN
no rank,1493557,Norovirus Hu/GII.4/12112113/2012/CHN
no rank,1569822,Norovirus Hu/GII.4/121206/BE8200
no rank,1569823,Norovirus Hu/GII.4/121210-a/BE-8310
no rank,1569824,Norovirus Hu/GII.4/121210-c/BE-8200
no rank,1569825,Norovirus Hu/GII.4/121210-e/BE-8310
no rank,1569826,Norovirus Hu/GII.4/121210-f/BE-8310
no rank,1569827,Norovirus Hu/GII.4/121210-g/BE-8020
no rank,1569828,Norovirus Hu/GII.4/121213/BE-3600
no rank,1569829,Norovirus Hu/GII.4/121219/BE-1910
no rank,1493558,Norovirus Hu/GII.4/12131110/2012/CHN
no rank,1493559,Norovirus Hu/GII.4/12131112/2012/CHN
no rank,1493560,Norovirus Hu/GII.4/12141070/2012/CHN
no rank,1493561,Norovirus Hu/GII.4/12142032/2012/CHN
no rank,1493562,Norovirus Hu/GII.4/12142035/2012/CHN
no rank,667541,Norovirus Hu/GII.4/12155/2006/BRA
no rank,667542,Norovirus Hu/GII.4/12161/2006/BRA
no rank,686960,Norovirus Hu/GII.4/122/17/2006/RJ/BRA
no rank,1493563,Norovirus Hu/GII.4/12281003/2012/CHN
no rank,1493564,Norovirus Hu/GII.4/12281094/2012/CHN
no rank,1493565,Norovirus Hu/GII.4/12281109/2012/CHN
no rank,1493566,Norovirus Hu/GII.4/12281114/2012/CHN
no rank,1132313,Norovirus Hu/GII.4/12303/BRA/2006
no rank,686961,Norovirus Hu/GII.4/124/12/2006/RJ/BRA
no rank,686962,Norovirus Hu/GII.4/124/16/2006/RJ/BRA
no rank,1132314,Norovirus Hu/GII.4/12781/BRA/2006
no rank,1132315,Norovirus Hu/GII.4/12782/BRA/2006
no rank,1248340,Norovirus Hu/GII.4/1281/Nizhny Novgorod/RUS/2012
no rank,1132316,Norovirus Hu/GII.4/12831/BRA/2006
no rank,1245183,Norovirus Hu/GII.4/1286/Nizhny Novgorod/RUS/2010
no rank,1871759,Norovirus Hu/GII.4/129.HMI/2014/GO/BR
no rank,1493567,Norovirus Hu/GII.4/12R6/2012/CHN
no rank,1493568,Norovirus Hu/GII.4/12R8/2012/CHN
no rank,686963,Norovirus Hu/GII.4/130/13/2006/RJ/BRA
no rank,1132317,Norovirus Hu/GII.4/13008/BRA/2006
no rank,1132318,Norovirus Hu/GII.4/13010/BRA/2006
no rank,1493569,Norovirus Hu/GII.4/13011004/2013/CHN
no rank,1493570,Norovirus Hu/GII.4/13011017/2013/CHN
no rank,1493571,Norovirus Hu/GII.4/13011024/2013/CHN
no rank,1569830,Norovirus Hu/GII.4/130114/BE-3600
no rank,1569831,Norovirus Hu/GII.4/130116/BE-3350
no rank,1569832,Norovirus Hu/GII.4/130123/BE-2650
no rank,1569833,Norovirus Hu/GII.4/130131-a/BE-2550
no rank,1569834,Norovirus Hu/GII.4/130204-b/BE-2170
no rank,1569835,Norovirus Hu/GII.4/130212/BE-9120
no rank,1569836,Norovirus Hu/GII.4/130219-a/BE-2547
no rank,1569837,Norovirus Hu/GII.4/130221/BE-2235
no rank,1569838,Norovirus Hu/GII.4/130329/BE-3271
no rank,1569839,Norovirus Hu/GII.4/130402-b/BE-2650
no rank,1569840,Norovirus Hu/GII.4/130402-c/BE-2530
no rank,1569841,Norovirus Hu/GII.4/130404/BE-2600
no rank,1569842,Norovirus Hu/GII.4/130405/BE-9550
no rank,1569843,Norovirus Hu/GII.4/130410-a/BE-2850
no rank,1569844,Norovirus Hu/GII.4/130410-b/BE-3680
no rank,1493572,Norovirus Hu/GII.4/13041020/2013/CHN
no rank,1569845,Norovirus Hu/GII.4/130412-a/BE-2400
no rank,1569846,Norovirus Hu/GII.4/130522/BE-2160
no rank,1569847,Norovirus Hu/GII.4/130527/BE-3550
no rank,1569848,Norovirus Hu/GII.4/130531/BE-2480
no rank,1493573,Norovirus Hu/GII.4/13061022/2013/CHN
no rank,1493574,Norovirus Hu/GII.4/13061031/2013/CHN
no rank,1493575,Norovirus Hu/GII.4/13071236/2013/CHN
no rank,1569849,Norovirus Hu/GII.4/130715/BE-3650
no rank,1493576,Norovirus Hu/GII.4/13091002/2013/CHN
no rank,1132319,Norovirus Hu/GII.4/13108/BRA/2006
no rank,1493577,Norovirus Hu/GII.4/13112018/2013/CHN
no rank,1569850,Norovirus Hu/GII.4/131212-a/BE-9040
no rank,1569851,Norovirus Hu/GII.4/131216-a/BE-9040
no rank,1493578,Norovirus Hu/GII.4/13141013/2013/CHN
no rank,1493579,Norovirus Hu/GII.4/13141015/2013/CHN
no rank,1493580,Norovirus Hu/GII.4/13141022/2013/CHN
no rank,1493581,Norovirus Hu/GII.4/13281007/2013/CHN
no rank,1493582,Norovirus Hu/GII.4/13281011/2013/CHN
no rank,1493583,Norovirus Hu/GII.4/13291009/2013/CHN
no rank,667543,Norovirus Hu/GII.4/13370/2007/BRA
no rank,667544,Norovirus Hu/GII.4/13473/2007/BRA
no rank,1248341,Norovirus Hu/GII.4/1350/Nizhny Novgorod/RUS/2012
no rank,667545,Norovirus Hu/GII.4/13504/2007/BRA
no rank,667546,Norovirus Hu/GII.4/13531/2007/BRA
no rank,667547,Norovirus Hu/GII.4/13563/2007/BRA
no rank,1132320,Norovirus Hu/GII.4/13674/BRA/2007
no rank,1132321,Norovirus Hu/GII.4/13678/BRA/2007
no rank,667548,Norovirus Hu/GII.4/13693/2007/BRA
no rank,756357,Norovirus Hu/GII.4/137/Ohio/2008/US
no rank,667549,Norovirus Hu/GII.4/13707/2007/BRA
no rank,1245184,Norovirus Hu/GII.4/1373/Nizhny Novgorod/RUS/2011
no rank,1132322,Norovirus Hu/GII.4/13750/BRA/2007
no rank,1132323,Norovirus Hu/GII.4/13762/BRA/2007
no rank,667550,Norovirus Hu/GII.4/13822/2007/BRA
no rank,667551,Norovirus Hu/GII.4/13827/2007/BRA
no rank,667552,Norovirus Hu/GII.4/13930/2007/BRA
no rank,667553,Norovirus Hu/GII.4/13945/2007/BRA
no rank,1493584,Norovirus Hu/GII.4/13LGX/2013/CHN
no rank,1493585,Norovirus Hu/GII.4/13R21/2013/CHN
no rank,686964,Norovirus Hu/GII.4/14/1/19/2007/RJ/BRA
no rank,1569852,Norovirus Hu/GII.4/140129-a/BE-2180
no rank,667554,Norovirus Hu/GII.4/14013/2007/BRA
no rank,1569853,Norovirus Hu/GII.4/140310/BE-3960
no rank,1569854,Norovirus Hu/GII.4/140425-b/BE-2540
no rank,1569855,Norovirus Hu/GII.4/140430-a/BE-2640
no rank,1569856,Norovirus Hu/GII.4/140430-b/BE-2550
no rank,1569857,Norovirus Hu/GII.4/140506-a/BE-2060
no rank,1569858,Norovirus Hu/GII.4/140603-a/BE-1830
no rank,1569859,Norovirus Hu/GII.4/140603-b/BE-2070
no rank,1132324,Norovirus Hu/GII.4/14062/BRA/2007
no rank,1132325,Norovirus Hu/GII.4/14075/BRA/2007
no rank,1132326,Norovirus Hu/GII.4/14133/BRA/2007
no rank,1132327,Norovirus Hu/GII.4/14184/BRA/2007
no rank,1460712,Norovirus Hu/GII.4/142/2008/USA
no rank,1132328,Norovirus Hu/GII.4/14208/BRA/2007
no rank,1132329,Norovirus Hu/GII.4/14209/BRA/2007
no rank,1132330,Norovirus Hu/GII.4/14812/BRA/2008
no rank,686965,Norovirus Hu/GII.4/14865/2008/RJ/BRA
no rank,1132331,Norovirus Hu/GII.4/14880/BRA/2008
no rank,1132332,Norovirus Hu/GII.4/14881/BRA/2008
no rank,1132333,Norovirus Hu/GII.4/14883/BRA/2008
no rank,1132334,Norovirus Hu/GII.4/14884/BRA/2008
no rank,1132335,Norovirus Hu/GII.4/14906/BRA/2008
no rank,1132336,Norovirus Hu/GII.4/14911/BRA/2008
no rank,1236996,Norovirus Hu/GII.4/15/Nara/2010/JPN
no rank,1132337,Norovirus Hu/GII.4/15009/BRA/2008
no rank,1132338,Norovirus Hu/GII.4/15293/BRA/2008
no rank,1132339,Norovirus Hu/GII.4/15297/BRA/2008
no rank,1132340,Norovirus Hu/GII.4/15298/BRA/2008
no rank,1132341,Norovirus Hu/GII.4/15375/BRA/2008
no rank,1132342,Norovirus Hu/GII.4/15452/BRA/2008
no rank,1246564,Norovirus Hu/GII.4/1555/Nizhny Novgorod/RUS/2010
no rank,1132343,Norovirus Hu/GII.4/15618/BRA/2008
no rank,1132344,Norovirus Hu/GII.4/15624/BRA/2008
no rank,1132345,Norovirus Hu/GII.4/15653/BRA/2008
no rank,1246565,Norovirus Hu/GII.4/1573/Nizhny Novgorod/RUS/2010
no rank,1118035,Norovirus Hu/GII.4/15PrMI/ITA/2011
no rank,1132346,Norovirus Hu/GII.4/16074/BRA/2009
no rank,1132347,Norovirus Hu/GII.4/16103/BRA/2009
no rank,1132348,Norovirus Hu/GII.4/16115/BRA/2009
no rank,1132349,Norovirus Hu/GII.4/16118/BRA/2009
no rank,1132350,Norovirus Hu/GII.4/16164/BRA/2009
no rank,1132351,Norovirus Hu/GII.4/16167/BRA/2009
no rank,1132352,Norovirus Hu/GII.4/16175/BRA/2009
no rank,1460714,Norovirus Hu/GII.4/162/2008/USA
no rank,1132353,Norovirus Hu/GII.4/16251/BRA/2009
no rank,1132354,Norovirus Hu/GII.4/16252/BRA/2009
no rank,1132355,Norovirus Hu/GII.4/16305/BRA/2009
no rank,1132356,Norovirus Hu/GII.4/16310/BRA/2009
no rank,1132357,Norovirus Hu/GII.4/16343/BRA/2009
no rank,1132358,Norovirus Hu/GII.4/16345/BRA/2009
no rank,1132359,Norovirus Hu/GII.4/16347/BRA/2009
no rank,1132360,Norovirus Hu/GII.4/16367/BRA/2009
no rank,1132361,Norovirus Hu/GII.4/16482/BRA/2009
no rank,1460715,Norovirus Hu/GII.4/165/2008/USA
no rank,1246566,Norovirus Hu/GII.4/1650/Nizhny Novgorod/RUS/2010
no rank,1248342,Norovirus Hu/GII.4/1733/Nizhny Novgorod/RUS/2011
no rank,1577661,Norovirus Hu/GII.4/18660CE/2008/BRA
no rank,1577662,Norovirus Hu/GII.4/18668CE/2008/BRA
no rank,1577663,Norovirus Hu/GII.4/18671CE/2008/BRA
no rank,1577664,Norovirus Hu/GII.4/18683CE/2008/BRA
no rank,1577665,Norovirus Hu/GII.4/18685CE/2008/BRA
no rank,1577666,Norovirus Hu/GII.4/18688CE/2008/BRA
no rank,1577667,Norovirus Hu/GII.4/18690CE/2008/BRA
no rank,1577668,Norovirus Hu/GII.4/18706CE/2008/BRA
no rank,1577669,Norovirus Hu/GII.4/18710CE/2008/BRA
no rank,1577670,Norovirus Hu/GII.4/18714CE/2008/BRA
no rank,1577671,Norovirus Hu/GII.4/18721CE/2008/BRA
no rank,1577672,Norovirus Hu/GII.4/18729CE/2008/BRA
no rank,1577673,Norovirus Hu/GII.4/18736CE/2008/BRA
no rank,1577674,Norovirus Hu/GII.4/18743CE/2008/BRA
no rank,1577675,Norovirus Hu/GII.4/18752CE/2008/BRA
no rank,1577676,Norovirus Hu/GII.4/18770CE/2009/BRA
no rank,1577677,Norovirus Hu/GII.4/18778CE/2009/BRA
no rank,1577678,Norovirus Hu/GII.4/18784CE/2009/BRA
no rank,1577679,Norovirus Hu/GII.4/18798CE/2009/BRA
no rank,1577680,Norovirus Hu/GII.4/18824CE/2009/BRA
no rank,1245185,Norovirus Hu/GII.4/1920/Nizhny Novgorod/RUS/2010
no rank,1460716,Norovirus Hu/GII.4/195/2008/USA
no rank,1237004,Norovirus Hu/GII.4/195/Nara/2010/JPN
no rank,1182142,Norovirus Hu/GII.4/1997/USA
no rank,1405073,Norovirus Hu/GII.4/2/Akita/2013/JPN
no rank,1408551,Norovirus Hu/GII.4/20-666/2009/JPN
no rank,1408549,Norovirus Hu/GII.4/20-796/2009/JPN
no rank,1237023,Norovirus Hu/GII.4/20/Nara/2012/JPN
no rank,1161517,Norovirus Hu/GII.4/20008/HCMC-VNM/2009
no rank,1161518,Norovirus Hu/GII.4/20010/HCMC-VNM/2009
no rank,1161519,Norovirus Hu/GII.4/20014/HCMC-VNM/2009
no rank,1161520,Norovirus Hu/GII.4/20016/HCMC-VNM/2009
no rank,1161521,Norovirus Hu/GII.4/20019/HCMC-VNM/2009
no rank,1161522,Norovirus Hu/GII.4/20033/HCMC-VNM/2009
no rank,1161523,Norovirus Hu/GII.4/20035/HCMC-VNM/2009
no rank,311380,Norovirus Hu/GII.4/2004/NL
no rank,1161524,Norovirus Hu/GII.4/20044/HCMC-VNM/2009
no rank,1161525,Norovirus Hu/GII.4/20047/HCMC-VNM/2009
no rank,1161526,Norovirus Hu/GII.4/20048/HCMC-VNM/2009
no rank,1161527,Norovirus Hu/GII.4/20064/HCMC-VNM/2009
no rank,1161529,Norovirus Hu/GII.4/20066/HCMC-VNM/2009
no rank,1161530,Norovirus Hu/GII.4/20067/HCMC-VNM/2009
no rank,1161531,Norovirus Hu/GII.4/20069/HCMC-VNM/2009
no rank,673863,Norovirus Hu/GII.4/2006b/AS2/2007/CHN
no rank,673864,Norovirus Hu/GII.4/2006b/AS6/2007/CHN
no rank,673865,Norovirus Hu/GII.4/2006b/AS7/2007/CHN
no rank,673866,Norovirus Hu/GII.4/2006b/BX7/2007/CHN
no rank,673867,Norovirus Hu/GII.4/2006b/DD6/2007/CHN
no rank,673868,Norovirus Hu/GII.4/2006b/DD9/2007/CHN
no rank,673869,Norovirus Hu/GII.4/2006b/DL2/2007/CHN
no rank,673870,Norovirus Hu/GII.4/2006b/DL4/2007/CHN
no rank,673871,Norovirus Hu/GII.4/2006b/FS7/2007/CHN
no rank,673872,Norovirus Hu/GII.4/2006b/FX2/2007/CHN
no rank,673873,Norovirus Hu/GII.4/2006b/FX3/2007/CHN
no rank,673874,Norovirus Hu/GII.4/2006b/FX8/2007/CHN
no rank,673875,Norovirus Hu/GII.4/2006b/JZ7/2007/CHN
no rank,673876,Norovirus Hu/GII.4/2006b/JZ8/2007/CHN
no rank,673877,Norovirus Hu/GII.4/2006b/LY10/2007/CHN
no rank,673878,Norovirus Hu/GII.4/2006b/LY2/2007/CHN
no rank,673879,Norovirus Hu/GII.4/2006b/LY4/2007/CHN
no rank,673880,Norovirus Hu/GII.4/2006b/LY6/2007/CHN
no rank,673881,Norovirus Hu/GII.4/2006b/LY7/2007/CHN
no rank,673882,Norovirus Hu/GII.4/2006b/PJ4/2007/CHN
no rank,673883,Norovirus Hu/GII.4/2006b/SY2/2007/CHN
no rank,1161533,Norovirus Hu/GII.4/20079/HCMC-VNM/2009
no rank,1245186,Norovirus Hu/GII.4/2008/Nizhny Novgorod/RUS/2010
no rank,1161535,Norovirus Hu/GII.4/20092/HCMC-VNM/2009
no rank,1161536,Norovirus Hu/GII.4/20093/HCMC-VNM/2009
no rank,1161537,Norovirus Hu/GII.4/20094/HCMC-VNM/2009
no rank,1161538,Norovirus Hu/GII.4/20107/HCMC-VNM/2009
no rank,1161539,Norovirus Hu/GII.4/20108/HCMC-VNM/2009
no rank,1161540,Norovirus Hu/GII.4/20118/HCMC-VNM/2009
no rank,1161541,Norovirus Hu/GII.4/20122/HCMC-VNM/2009
no rank,1161542,Norovirus Hu/GII.4/20123/HCMC-VNM/2009
no rank,1161543,Norovirus Hu/GII.4/20128/HCMC-VNM/2009
no rank,1161544,Norovirus Hu/GII.4/20135/HCMC-VNM/2009
no rank,1161545,Norovirus Hu/GII.4/20139/HCMC-VNM/2009
no rank,1161546,Norovirus Hu/GII.4/20140/HCMC-VNM/2009
no rank,1161547,Norovirus Hu/GII.4/20142/HCMC-VNM/2009
no rank,1161548,Norovirus Hu/GII.4/20144/HCMC-VNM/2009
no rank,1161549,Norovirus Hu/GII.4/20145/HCMC-VNM/2009
no rank,1161550,Norovirus Hu/GII.4/20146/HCMC-VNM/2009
no rank,1161551,Norovirus Hu/GII.4/20150/HCMC-VNM/2009
no rank,1161552,Norovirus Hu/GII.4/20151/HCMC-VNM/2009
no rank,1161553,Norovirus Hu/GII.4/20153/HCMC-VNM/2009
no rank,1161554,Norovirus Hu/GII.4/20154/HCMC-VNM/2009
no rank,1161555,Norovirus Hu/GII.4/20156/HCMC-VNM/2009
no rank,1161556,Norovirus Hu/GII.4/20158/HCMC-VNM/2009
no rank,1161557,Norovirus Hu/GII.4/20159/HCMC-VNM/2009
no rank,1161558,Norovirus Hu/GII.4/20161/HCMC-VNM/2009
no rank,1161559,Norovirus Hu/GII.4/20162/HCMC-VNM/2009
no rank,1161560,Norovirus Hu/GII.4/20164/HCMC-VNM/2009
no rank,1161561,Norovirus Hu/GII.4/20167/HCMC-VNM/2009
no rank,1161562,Norovirus Hu/GII.4/20171/HCMC-VNM/2009
no rank,1161563,Norovirus Hu/GII.4/20172/HCMC-VNM/2009
no rank,1161564,Norovirus Hu/GII.4/20173/HCMC-VNM/2009
no rank,1161565,Norovirus Hu/GII.4/20176/HCMC-VNM/2009
no rank,1161566,Norovirus Hu/GII.4/20180/HCMC-VNM/2009
no rank,1161567,Norovirus Hu/GII.4/20182/HCMC-VNM/2009
no rank,1161568,Norovirus Hu/GII.4/20184/HCMC-VNM/2009
no rank,1161569,Norovirus Hu/GII.4/20185/HCMC-VNM/2009
no rank,1161570,Norovirus Hu/GII.4/20187/HCMC-VNM/2009
no rank,1161571,Norovirus Hu/GII.4/20188/HCMC-VNM/2009
no rank,1161572,Norovirus Hu/GII.4/20189/HCMC-VNM/2009
no rank,1161573,Norovirus Hu/GII.4/20190/HCMC-VNM/2009
no rank,1161574,Norovirus Hu/GII.4/20191/HCMC-VNM/2009
no rank,1161575,Norovirus Hu/GII.4/20192/HCMC-VNM/2009
no rank,1161576,Norovirus Hu/GII.4/20196/HCMC-VNM/2009
no rank,1161577,Norovirus Hu/GII.4/20198/HCMC-VNM/2009
no rank,1325533,Norovirus Hu/GII.4/20199/2009/VNM
no rank,1161578,Norovirus Hu/GII.4/20199/HCMC-VNM/2009
no rank,1161579,Norovirus Hu/GII.4/20202/HCMC-VNM/2009
no rank,1161580,Norovirus Hu/GII.4/20205/HCMC-VNM/2009
no rank,1161581,Norovirus Hu/GII.4/20206/HCMC-VNM/2009
no rank,1161582,Norovirus Hu/GII.4/20208/HCMC-VNM/2009
no rank,1161583,Norovirus Hu/GII.4/20215/HCMC-VNM/2009
no rank,1161584,Norovirus Hu/GII.4/20217/HCMC-VNM/2009
no rank,1161585,Norovirus Hu/GII.4/20218/HCMC-VNM/2009
no rank,1161586,Norovirus Hu/GII.4/20222/HCMC-VNM/2009
no rank,1161587,Norovirus Hu/GII.4/20229/HCMC-VNM/2009
no rank,1161588,Norovirus Hu/GII.4/20230/HCMC-VNM/2009
no rank,1161589,Norovirus Hu/GII.4/20233/HCMC-VNM/2009
no rank,1161590,Norovirus Hu/GII.4/20236/HCMC-VNM/2009
no rank,1325534,Norovirus Hu/GII.4/20238/2009/VNM
no rank,1161591,Norovirus Hu/GII.4/20238/HCMC-VNM/2009
no rank,1161592,Norovirus Hu/GII.4/20247/HCMC-VNM/2009
no rank,1161593,Norovirus Hu/GII.4/20248/HCMC-VNM/2009
no rank,1161594,Norovirus Hu/GII.4/20258/HCMC-VNM/2009
no rank,1161595,Norovirus Hu/GII.4/20259/HCMC-VNM/2009
no rank,1161596,Norovirus Hu/GII.4/20263/HCMC-VNM/2009
no rank,1161597,Norovirus Hu/GII.4/20268/HCMC-VNM/2009
no rank,1161598,Norovirus Hu/GII.4/20271/HCMC-VNM/2009
no rank,1161599,Norovirus Hu/GII.4/20276/HCMC-VNM/2009
no rank,1325535,Norovirus Hu/GII.4/20290/2009/VNM
no rank,1161600,Norovirus Hu/GII.4/20290/HCMC-VNM/2009
no rank,1161602,Norovirus Hu/GII.4/20302/HCMC-VNM/2009
no rank,1161603,Norovirus Hu/GII.4/20307/HCMC-VNM/2009
no rank,1161605,Norovirus Hu/GII.4/20344/HCMC-VNM/2009
no rank,1161606,Norovirus Hu/GII.4/20350/HCMC-VNM/2009
no rank,1161607,Norovirus Hu/GII.4/20357/HCMC-VNM/2009
no rank,1161608,Norovirus Hu/GII.4/20365/HCMC-VNM/2010
no rank,1161610,Norovirus Hu/GII.4/20373/HCMC-VNM/2010
no rank,1161611,Norovirus Hu/GII.4/20382/HCMC-VNM/2010
no rank,1325536,Norovirus Hu/GII.4/20384/2010/VNM
no rank,1161612,Norovirus Hu/GII.4/20384/HCMC-VNM/2010
no rank,1161613,Norovirus Hu/GII.4/20396/HCMC-VNM/2010
no rank,1161614,Norovirus Hu/GII.4/20398/HCMC-VNM/2010
no rank,1325537,Norovirus Hu/GII.4/20406/2010/VNM
no rank,1161615,Norovirus Hu/GII.4/20406/HCMC-VNM/2010
no rank,1161616,Norovirus Hu/GII.4/20407/HCMC-VNM/2010
no rank,1161618,Norovirus Hu/GII.4/20413/HCMC-VNM/2010
no rank,1161620,Norovirus Hu/GII.4/20420/HCMC-VNM/2010
no rank,1161622,Norovirus Hu/GII.4/20424/HCMC-VNM/2010
no rank,1161623,Norovirus Hu/GII.4/20425/HCMC-VNM/2010
